gene,ï..sample,logFC,cell_line,E2_status,hgnc_symbol
285331,Bone.4,2.652017135,MCF7,E2,CCDC66
285343,Brain.2,4.034522448,ZR751,ED,TCAIM
285440,Brain.3,3.369153412,ZR751,ED,CYP4V2
285512,Brain.2,6.490535517,ZR751,ED,FAM13A-AS1
285671,Bone.4,4.145790665,MCF7,E2,RNF180
285704,Brain.3,-4.02847378,ZR751,ED,RGMB
285753,Brain.3,2.71392579,ZR751,ED,CEP57L1
285958,Brain.1,3.173968828,ZR751,ED,SNHG15
286053,Brain.3,3.173694141,ZR751,ED,NSMCE2
286097,Brain.1,3.824830926,ZR751,ED,MICU3
286207,Kidney.1,2.7315254,MCF7,E2,CFAP157
286223,Brain.4,2.872288196,MCF7,E2,S1PR3
286410,Kidney.1,-2.821917657,MCF7,E2,ATP11C
286410,Bone.3,-3.430941826,MCF7,E2,ATP11C
286467,Adrenal.1,-2.763812961,MCF7,E2,FIRRE
317671,Bone.4,3.640736874,MCF7,E2,RFESD
319085,Bone.4,3.889295076,MCF7,E2,ITPK1-AS1
338321,Bone.3,3.718620312,MCF7,E2,NLRP9
338427,Brain.1,3.605936941,ZR751,ED,SNORD108
338657,Bone.4,2.909840782,MCF7,E2,CCDC84
338799,Bone.2,3.582582278,MCF7,E2,LINC01089
339175,Bone.3,-3.190714043,MCF7,E2,METTL2A
339229,Bone.2,3.060437933,MCF7,E2,OXLD1
339230,Bone.3,2.619039741,MCF7,E2,CCDC137
339231,Kidney.1,2.625846081,MCF7,E2,ARL16
339479,Adrenal.2,-3.07571723,MCF7,E2,BRINP3
339479,Brain.4,-3.774579248,MCF7,E2,BRINP3
339500,Bone.3,-2.997990101,MCF7,E2,ZNF678
339803,Bone.4,2.955861614,MCF7,E2,
339883,Bone.4,4.903258736,MCF7,E2,C3orf35
339929,Bone.3,3.367603624,MCF7,E2,LPP-AS2
340017,Brain.1,3.373334749,ZR751,ED,LINC02433
340156,Adrenal.3,3.142816137,MCF7,E2,MYLK4
340267,Brain.4,2.64242979,MCF7,E2,COL28A1
340348,Brain.2,3.824653906,ZR751,ED,TSPAN33
340390,Bone.2,4.152997164,MCF7,E2,WDR97
340481,Bone.3,-4.600511096,MCF7,E2,ZDHHC21
340481,Brain.3,-3.521648926,ZR751,ED,ZDHHC21
340554,Bone.2,4.916142534,MCF7,E2,ZC3H12B
340706,Bone.1,2.81179794,MCF7,E2,VWA2
341359,Bone.3,-2.541436414,MCF7,E2,SYT10
341640,Bone.3,-4.951737312,MCF7,E2,FREM2
341640,Brain.3,2.923717658,ZR751,ED,FREM2
342132,Kidney.1,3.402368809,MCF7,E2,ZNF774
342538,Adrenal.2,3.707710726,MCF7,E2,NACA2
342945,Brain.4,-3.411519839,MCF7,E2,ZSCAN22
344807,Bone.4,5.265967156,MCF7,E2,CD200R1L
345275,Bone.3,5.106201392,MCF7,E2,HSD17B13
345557,Adrenal.3,-3.292276424,MCF7,E2,PLCXD3
345557,Brain.4,-5.744630048,MCF7,E2,PLCXD3
345557,Adrenal.1,-3.570642886,MCF7,E2,PLCXD3
345643,Kidney.1,2.877200814,MCF7,E2,MCIDAS
345643,Bone.3,4.792914029,MCF7,E2,MCIDAS
345757,Brain.3,2.975008844,ZR751,ED,FAM174A
346157,Bone.1,3.072612759,MCF7,E2,ZNF391
347475,Brain.3,3.254046182,ZR751,ED,CCDC160
347731,Adrenal.1,-3.137258808,MCF7,E2,LRRTM3
347731,Brain.4,-3.620690344,MCF7,E2,LRRTM3
347731,Adrenal.2,-3.89710159,MCF7,E2,LRRTM3
347862,Bone.3,-3.053695316,MCF7,E2,GATD1
347862,Brain.3,2.894380889,ZR751,ED,GATD1
348235,Bone.2,-3.530428114,MCF7,E2,SKA2
348793,Bone.2,4.035046396,MCF7,E2,WDR53
353219,Bone.4,3.368985385,MCF7,E2,KAAG1
353322,Bone.1,3.975036499,MCF7,E2,ANKRD37
353497,Brain.3,3.167138311,ZR751,ED,POLN
360023,Bone.4,-4.216916221,MCF7,E2,ZBTB41
360132,Brain.1,2.860173261,ZR751,ED,FKBP9P1
374354,Brain.1,-3.18150063,ZR751,ED,NHLRC2
374354,Bone.4,-3.441848485,MCF7,E2,NHLRC2
374407,Adrenal.2,3.787624767,MCF7,E2,DNAJB13
374462,Bone.6,-3.20042745,ZR751,ED,PTPRQ
374618,Kidney.1,3.570086484,MCF7,E2,TEX9
374659,Bone.4,4.021262642,MCF7,E2,HDDC3
374864,Brain.1,3.659958674,ZR751,ED,CCDC178
374872,Adrenal.2,3.054182379,MCF7,E2,PEAK3
375056,Bone.4,-2.976179623,MCF7,E2,MIA3
375616,Kidney.1,2.751578994,MCF7,E2,KCP
375743,Bone.3,-5.168260481,MCF7,E2,PTAR1
375790,Bone.3,-3.622792501,MCF7,E2,AGRN
378708,Brain.2,3.858516055,ZR751,ED,CENPS
378832,Adrenal.1,-2.971460569,MCF7,E2,COL18A1-AS1
378938,Bone.5,-4.432357509,MCF7,ED,MALAT1
387103,Brain.3,3.837404718,ZR751,ED,CENPW
387104,Adrenal.3,3.331058823,MCF7,E2,SOGA3
387640,Bone.4,3.729251588,MCF7,E2,SKIDA1
387893,Brain.1,-3.286328576,ZR751,ED,KMT5A
387911,Brain.1,3.998344579,ZR751,ED,C1QTNF9B
387990,Bone.3,4.09349267,MCF7,E2,TOMM20L
388228,Bone.5,4.361949601,MCF7,ED,SBK1
388403,Bone.2,2.909629693,MCF7,E2,YPEL2
388559,Brain.1,4.371406557,ZR751,ED,ZNF888
388561,Brain.2,3.6062546,ZR751,ED,ZNF761
388697,Bone.6,-3.884983056,ZR751,ED,HRNR
388698,Bone.5,3.982367623,MCF7,ED,FLG2
388743,Bone.2,3.589582797,MCF7,E2,CAPN8
389072,Bone.4,3.835796333,MCF7,E2,PLEKHM3
389170,Bone.4,3.38678006,MCF7,E2,LEKR1
389333,Brain.3,3.972945293,ZR751,ED,PROB1
389362,Brain.2,4.332295778,ZR751,ED,PSMG4
389668,Brain.3,3.64666219,ZR751,ED,XKR9
389677,Brain.3,-3.350688973,ZR751,ED,RBM12B
389799,Kidney.1,3.839285011,MCF7,E2,CFAP77
389813,Brain.3,4.368468592,ZR751,ED,AJM1
390637,Brain.3,3.395892541,ZR751,ED,GDPGP1
390748,Bone.2,5.722694476,MCF7,E2,PABPN1L
390916,Bone.1,-3.501686025,MCF7,E2,NUDT19
390916,Brain.2,2.78068557,ZR751,ED,NUDT19
391267,Bone.4,3.714225076,MCF7,E2,ANKRD20A11P
391356,Bone.3,3.588586524,MCF7,E2,PTRHD1
399512,Kidney.1,2.810329923,MCF7,E2,SLC25A35
399670,Brain.3,5.414117821,ZR751,ED,RPL13AP17
399694,Kidney.1,4.526765875,MCF7,E2,SHC4
399694,Brain.4,3.530936176,MCF7,E2,SHC4
399948,Bone.2,4.786315978,MCF7,E2,COLCA1
400242,Brain.1,3.287383121,ZR751,ED,DICER1-AS1
400499,Kidney.1,4.663880211,MCF7,E2,
400541,Bone.3,3.157887655,MCF7,E2,
400618,Bone.6,-3.259319025,ZR751,ED,SOX9-AS1
400658,Bone.2,5.860668363,MCF7,E2,ZNF516-DT
400746,Bone.1,3.096353113,MCF7,E2,NCMAP
400798,Bone.3,3.784548929,MCF7,E2,C1orf220
400946,Kidney.1,3.186268879,MCF7,E2,LINC00954
401024,Brain.1,-4.490010933,ZR751,ED,FSIP2
401474,Brain.1,-3.134180962,ZR751,ED,SAMD12
401541,Bone.2,3.091208081,MCF7,E2,CENPP
401546,Adrenal.1,3.508855923,MCF7,E2,C9orf152
401546,Adrenal.2,2.761675821,MCF7,E2,C9orf152
401546,Bone.3,2.594953647,MCF7,E2,C9orf152
401612,Bone.2,7.112148399,MCF7,E2,SLC25A53
401647,Bone.2,4.201977979,MCF7,E2,GOLGA7B
402160,Kidney.1,4.78908669,MCF7,E2,CFAP99
402569,Brain.3,3.942941288,ZR751,ED,KPNA7
404734,Bone.2,-4.021521343,MCF7,E2,ANKHD1-EIF4EBP3
405754,Bone.3,2.719052166,MCF7,E2,ERVFRD-1
406886,Brain.3,5.172733712,ZR751,ED,MIRLET7D
406985,Brain.3,4.126327633,ZR751,ED,MIR200C
406997,Brain.1,3.516120896,ZR751,ED,MIR215
407977,Brain.2,6.296759202,ZR751,ED,TNFSF12-TNFSF13
408050,Brain.2,-4.140604858,ZR751,ED,NOMO3
414235,Bone.3,2.536627738,MCF7,E2,PRR26
414328,Bone.4,2.702210892,MCF7,E2,IDNK
414918,Kidney.1,4.092139048,MCF7,E2,DENND6B
440107,Bone.3,3.432475963,MCF7,E2,PLEKHG7
440145,Bone.3,-3.796562345,MCF7,E2,MZT1
440270,Brain.2,-3.243591976,ZR751,ED,GOLGA8B
440348,Bone.3,3.157092372,MCF7,E2,NPIPB15
440503,Bone.3,2.930933342,MCF7,E2,PLIN5
440519,Bone.3,2.894598023,MCF7,E2,
440519,Bone.3,2.894598023,MCF7,E2,ZNF724
440585,Bone.2,3.429176187,MCF7,E2,FAM183A
440730,Bone.6,-4.854838201,ZR751,ED,TRIM67
440836,Kidney.1,3.425436634,MCF7,E2,ODF3B
440894,Brain.2,5.589057898,ZR751,ED,LINC01123
440925,Brain.3,4.638229662,ZR751,ED,LINC01124
441191,Bone.4,2.754668403,MCF7,E2,RNF216P1
441234,Brain.1,3.072888809,ZR751,ED,ZNF716
441234,Bone.2,5.500480533,MCF7,E2,ZNF716
441242,Brain.3,2.903752498,ZR751,ED,
441250,Brain.1,2.681828988,ZR751,ED,TYW1B
441376,Adrenal.1,-2.872290552,MCF7,E2,AARD
441389,Kidney.1,3.10342646,MCF7,E2,LINC01239
441666,Adrenal.3,3.495866976,MCF7,E2,
445582,Brain.4,2.851304711,MCF7,E2,POTEE
474343,Kidney.1,3.158627166,MCF7,E2,SPIN2B
493856,Brain.2,3.549169004,ZR751,ED,CISD2
497258,Brain.1,3.824183281,ZR751,ED,BDNF-AS
548596,Bone.3,3.571298918,MCF7,E2,CKMT1A
554203,Bone.4,4.45617631,MCF7,E2,JPX
574040,Brain.2,-2.902776321,ZR751,ED,SNORA6
574406,Brain.2,2.698466812,ZR751,ED,ADAMTSL4-AS1
574407,Bone.4,4.722871245,MCF7,E2,OBSCN-AS1
574444,Brain.3,5.364863179,ZR751,ED,MIR491
606495,Bone.4,5.530748349,MCF7,E2,CYB5RL
619383,Brain.3,2.637465732,ZR751,ED,SCARNA9
619571,Adrenal.3,-2.912876788,MCF7,E2,SNORD96A
641467,Bone.3,4.246967968,MCF7,E2,TSC22D1-AS1
642587,Bone.6,-3.697842641,ZR751,ED,MIR205HG
642658,Brain.3,2.998776557,ZR751,ED,SCX
642987,Kidney.1,3.714078532,MCF7,E2,TMEM232
643376,Kidney.1,3.566894631,MCF7,E2,BTBD18
643677,Bone.6,-2.991205634,ZR751,ED,CCDC168
643836,Bone.3,-3.665116241,MCF7,E2,ZFP62
643911,Bone.3,-3.785868677,MCF7,E2,CRNDE
644096,Brain.1,3.652871464,ZR751,ED,SDHAF1
644096,Kidney.1,2.863017316,MCF7,E2,SDHAF1
644873,Bone.2,3.552180426,MCF7,E2,LINC01184
645202,Bone.6,-3.355822141,ZR751,ED,
646424,Brain.3,3.501543788,ZR751,ED,SPINK8
647024,Brain.1,-3.827883188,ZR751,ED,C6orf132
647946,Bone.4,4.067065061,MCF7,E2,MIR924HG
650655,Bone.2,4.830506884,MCF7,E2,ABCA17P
653145,Bone.4,3.490277559,MCF7,E2,ANXA8
653149,Brain.4,-2.830201733,MCF7,E2,NBPF6
654463,Adrenal.2,4.555434724,MCF7,E2,FER1L6
677765,Adrenal.3,-2.738404136,MCF7,E2,SCARNA18
677765,Bone.3,-3.363897182,MCF7,E2,SCARNA18
677770,Bone.2,-3.890396392,MCF7,E2,SCARNA22
677770,Brain.1,-2.499910873,ZR751,ED,SCARNA22
677778,Adrenal.3,-2.982926587,MCF7,E2,SCARNA15
677780,Adrenal.3,-2.907353282,MCF7,E2,SCARNA11
677800,Brain.1,-3.20991509,ZR751,ED,SNORA12
677802,Brain.2,-2.685255512,ZR751,ED,SNORA14B
677807,Brain.2,-3.072449532,ZR751,ED,SNORA22
677811,Brain.1,-3.661880873,ZR751,ED,SNORA28
677825,Adrenal.3,-2.866516526,MCF7,E2,SNORA44
677826,Brain.2,-3.410202574,ZR751,ED,SNORA3B
677829,Brain.2,-5.595005203,ZR751,ED,SNORA49
677830,Brain.1,-3.317400337,ZR751,ED,SNORA50A
677835,Brain.2,4.665863753,ZR751,ED,SNORA56
677838,Adrenal.3,-2.557146466,MCF7,E2,SNORA61
677842,Adrenal.3,-2.509124112,MCF7,E2,SNORA50C
677846,Adrenal.3,-2.707867483,MCF7,E2,SNORA80A
677847,Bone.5,-5.586936867,MCF7,ED,SNORA81
677849,Brain.1,3.924517279,ZR751,ED,SNORD1B
692053,Brain.3,3.989086805,ZR751,ED,SNORD9
692058,Adrenal.3,-2.778014137,MCF7,E2,SNORD11
692084,Brain.3,2.788259663,ZR751,ED,SNORD13
693158,Bone.3,3.942946194,MCF7,E2,MIR573
693197,Bone.2,3.166391615,MCF7,E2,MIR612
727832,Bone.6,-4.496465836,ZR751,ED,GOLGA6L6
728215,Bone.3,3.139183642,MCF7,E2,FAM155A
728294,Bone.3,-3.985991937,MCF7,E2,D2HGDH
728378,Brain.4,3.130722937,MCF7,E2,POTEF
728621,Kidney.1,3.146244597,MCF7,E2,CCDC30
728621,Brain.2,5.676327004,ZR751,ED,CCDC30
728712,Kidney.1,3.76523796,MCF7,E2,SPANXA2
728763,Kidney.1,4.319766364,MCF7,E2,CROCC2
728927,Kidney.1,-3.110908282,MCF7,E2,ZNF736
729025,Brain.4,2.652839011,MCF7,E2,SLC15A5
729085,Brain.3,4.951028485,ZR751,ED,GASK1A
729092,Bone.2,4.436241551,MCF7,E2,AGAP5
729614,Brain.1,3.660333747,ZR751,ED,
729920,Brain.3,-5.396274899,ZR751,ED,CRPPA
729920,Brain.1,-4.694584856,ZR751,ED,CRPPA
730102,Bone.2,3.687752815,MCF7,E2,CRYZL2P
730183,Kidney.1,3.210360139,MCF7,E2,
752014,Bone.1,2.876559403,MCF7,E2,CEMP1
780854,Brain.2,-3.354651567,ZR751,ED,SNORD3D
780854,Bone.5,-3.970995297,MCF7,ED,SNORD3D
100009676,Bone.3,3.040345028,MCF7,E2,ZBTB11-AS1
100033819,Brain.4,2.8139633,MCF7,E2,MIR675
100093631,Bone.2,-3.980959373,MCF7,E2,GTF2IP4
100127888,Kidney.1,4.61867245,MCF7,E2,SLCO4A1-AS1
100128494,Bone.4,-3.547080094,MCF7,E2,
100129075,Bone.4,5.936946451,MCF7,E2,KTN1-AS1
100129250,Kidney.1,2.865054728,MCF7,E2,SMIM27
100129434,Kidney.1,3.944664982,MCF7,E2,
100129654,Bone.3,3.961847496,MCF7,E2,TCF24
100130449,Adrenal.1,2.987558506,MCF7,E2,
100130449,Bone.3,4.115299901,MCF7,E2,
100131067,Bone.3,2.935544489,MCF7,E2,CKMT2-AS1
100133319,Bone.3,3.344912741,MCF7,E2,
100134229,Brain.4,2.774579745,MCF7,E2,KDM7A-DT
100134368,Brain.3,3.690517066,ZR751,ED,
100134368,Bone.2,5.446255095,MCF7,E2,
100134934,Brain.2,5.289692545,ZR751,ED,TEN1
100151684,Brain.1,-3.970626794,ZR751,ED,RNU6ATAC
100151684,Adrenal.3,-2.50372556,MCF7,E2,RNU6ATAC
100169751,Adrenal.3,-3.035696953,MCF7,E2,RNA5S1
100169751,Adrenal.2,-3.840496224,MCF7,E2,RNA5S1
100169751,Bone.1,-3.021338855,MCF7,E2,RNA5S1
100169753,Bone.1,-2.958217547,MCF7,E2,RNA5S2
100169753,Adrenal.3,-3.097587724,MCF7,E2,RNA5S2
100169753,Adrenal.2,-3.775120939,MCF7,E2,RNA5S2
100169754,Adrenal.2,-3.775120939,MCF7,E2,RNA5S3
100169754,Adrenal.3,-3.172294548,MCF7,E2,RNA5S3
100169754,Bone.1,-2.958217547,MCF7,E2,RNA5S3
100169755,Bone.1,-2.959603116,MCF7,E2,RNA5S4
100169755,Adrenal.2,-3.776507302,MCF7,E2,RNA5S4
100169755,Adrenal.3,-3.172294548,MCF7,E2,RNA5S4
100169756,Bone.1,-2.961364645,MCF7,E2,RNA5S5
100169756,Adrenal.2,-3.77826984,MCF7,E2,RNA5S5
100169756,Adrenal.3,-3.163160851,MCF7,E2,RNA5S5
100169757,Adrenal.2,-3.77826984,MCF7,E2,RNA5S6
100169757,Bone.1,-2.961364645,MCF7,E2,RNA5S6
100169757,Adrenal.3,-3.161327152,MCF7,E2,RNA5S6
100169758,Bone.1,-2.884602363,MCF7,E2,RNA5S7
100169758,Adrenal.3,-3.161327152,MCF7,E2,RNA5S7
100169758,Adrenal.2,-3.758274865,MCF7,E2,RNA5S7
100169759,Adrenal.3,-3.146073097,MCF7,E2,RNA5S8
100169759,Bone.1,-2.88724063,MCF7,E2,RNA5S8
100169759,Adrenal.2,-3.760914641,MCF7,E2,RNA5S8
100169760,Adrenal.3,-5.771248361,MCF7,E2,RNA5S9
100169760,Brain.3,-3.109319294,ZR751,ED,RNA5S9
100169760,Bone.3,-3.491313759,MCF7,E2,RNA5S9
100169760,Bone.5,5.201673264,MCF7,ED,RNA5S9
100169761,Bone.5,5.008367079,MCF7,ED,RNA5S10
100169761,Bone.4,-6.059100012,MCF7,E2,RNA5S10
100169761,Brain.1,-3.154560932,ZR751,ED,RNA5S10
100169761,Bone.2,-5.395177005,MCF7,E2,RNA5S10
100169762,Brain.1,-3.155564991,ZR751,ED,RNA5S11
100169762,Bone.5,5.007347265,MCF7,ED,RNA5S11
100169762,Bone.2,-5.3956992,MCF7,E2,RNA5S11
100169762,Bone.4,-6.060106628,MCF7,E2,RNA5S11
100169763,Bone.5,5.008054701,MCF7,ED,RNA5S12
100169763,Bone.5,5.008054701,MCF7,ED,RNA5S3
100169763,Bone.4,-5.380020007,MCF7,E2,RNA5S12
100169763,Bone.4,-5.380020007,MCF7,E2,RNA5S3
100169763,Bone.2,-5.399088872,MCF7,E2,RNA5S12
100169763,Bone.2,-5.399088872,MCF7,E2,RNA5S3
100169763,Brain.1,-3.145641551,ZR751,ED,RNA5S12
100169763,Brain.1,-3.145641551,ZR751,ED,RNA5S3
100169764,Bone.5,5.04631255,MCF7,ED,RNA5S13
100169764,Bone.4,-5.27795139,MCF7,E2,RNA5S13
100169764,Brain.1,-2.955646186,ZR751,ED,RNA5S13
100169765,Bone.5,5.048963426,MCF7,ED,RNA5S14
100169765,Bone.4,-4.990892268,MCF7,E2,RNA5S14
100169765,Brain.1,-2.960526841,ZR751,ED,RNA5S14
100169766,Brain.1,-2.9741645,ZR751,ED,RNA5S15
100169766,Bone.5,5.046972307,MCF7,ED,RNA5S15
100169766,Bone.4,-4.80696275,MCF7,E2,RNA5S15
100169767,Bone.5,5.040673782,MCF7,ED,RNA5S16
100169767,Brain.1,-2.980746475,ZR751,ED,RNA5S16
100169767,Bone.4,-4.324856052,MCF7,E2,RNA5S16
100169768,Brain.1,-2.972383856,ZR751,ED,RNA5S17
100169768,Adrenal.3,-2.522726533,MCF7,E2,RNA5S17
100169768,Bone.5,5.041088055,MCF7,ED,RNA5S17
100169768,Bone.4,-4.431509266,MCF7,E2,RNA5S17
100169768,Bone.6,2.603492983,ZR751,ED,RNA5S17
100169851,Bone.3,4.504287048,MCF7,E2,PATE3
100170229,Bone.3,2.87477462,MCF7,E2,SRRM5
100191040,Brain.3,4.094943159,ZR751,ED,C2CD4D
100287616,Adrenal.3,-2.762179832,MCF7,E2,LOXL1-AS1
100288142,Bone.4,-5.335537042,MCF7,E2,NBPF20
100288413,Bone.3,3.499853059,MCF7,E2,ERVMER34-1
100294362,Bone.2,4.760501551,MCF7,E2,RNF213-AS1
100302137,Brain.2,5.891945456,ZR751,ED,MIR1914
100302143,Bone.5,-5.585915822,MCF7,ED,MIR1248
100302175,Brain.4,-3.190006712,MCF7,E2,MIR1207
100302182,Bone.2,6.652972391,MCF7,E2,MIR1279
100423037,Brain.3,4.368468592,ZR751,ED,MIR3176
100499467,Bone.4,4.154343494,MCF7,E2,LINC00511
100500847,Brain.1,3.068824196,ZR751,ED,MIR3615
100500862,Bone.4,-2.819345663,MCF7,E2,MIR3648-1
100500873,Brain.1,3.516120896,ZR751,ED,MIR3934
100505783,Brain.3,3.667880875,ZR751,ED,OSER1-DT
100505795,Brain.3,4.007844189,ZR751,ED,PBX1-AS1
100505811,Bone.4,3.55958975,MCF7,E2,LINC02148
100505854,Brain.1,2.876131538,ZR751,ED,APTR
100505894,Brain.1,3.184090258,ZR751,ED,TMEM161B-AS1
100505967,Brain.4,4.185385966,MCF7,E2,LINC00645
100505967,Adrenal.2,-3.377668956,MCF7,E2,LINC00645
100505967,Bone.4,2.711906083,MCF7,E2,LINC00645
100505989,Brain.3,4.951028485,ZR751,ED,SMIM31
100506071,Bone.2,5.412121856,MCF7,E2,
100506215,Bone.2,3.035122225,MCF7,E2,PAXBP1-AS1
100506286,Bone.1,3.659895584,MCF7,E2,TBC1D8-AS1
100506314,Bone.2,5.534068907,MCF7,E2,GPRC5D-AS1
100506380,Kidney.1,4.10177805,MCF7,E2,LINC01006
100506409,Adrenal.3,3.145492674,MCF7,E2,ELOVL2-AS1
100506492,Bone.2,-4.880861909,MCF7,E2,DSCAM-AS1
100506599,Kidney.1,2.770218775,MCF7,E2,PPP1R26-AS1
100506606,Brain.3,3.597895384,ZR751,ED,
100506810,Bone.6,-3.613760793,ZR751,ED,LINC01132
100506930,Brain.4,2.995032745,MCF7,E2,LINC00665
100506930,Bone.3,4.888540671,MCF7,E2,LINC00665
100506963,Brain.3,3.402793417,ZR751,ED,ELOA-AS1
100507034,Brain.3,4.050157936,ZR751,ED,PITRM1-AS1
100507057,Brain.1,4.004075282,ZR751,ED,MELTF-AS1
100507057,Kidney.1,3.454678402,MCF7,E2,MELTF-AS1
100507240,Brain.3,4.456276685,ZR751,ED,VWA8-AS1
100507246,Bone.3,-3.962495471,MCF7,E2,SNHG16
100507246,Bone.4,-3.967643286,MCF7,E2,SNHG16
100507316,Bone.4,3.682584355,MCF7,E2,MINCR
100507388,Brain.1,4.23612878,ZR751,ED,PARM1-AS1
100507650,Bone.4,2.99682515,MCF7,E2,RNF212B
100509620,Kidney.1,3.623869373,MCF7,E2,
100526694,Bone.2,3.52572093,MCF7,E2,MSANTD3-TMEFF1
100526739,Brain.2,3.704848386,ZR751,ED,CENPS-CORT
100526832,Brain.4,-3.065035102,MCF7,E2,KLHL23
100529145,Brain.2,4.17585124,ZR751,ED,TEN1-CDK3
100529239,Bone.2,-3.744946614,MCF7,E2,RPS10-NUDT3
100532731,Brain.3,-4.566881721,ZR751,ED,COMMD3-BMI1
100533105,Adrenal.1,2.858519581,MCF7,E2,C8orf44-SGK3
100616434,Brain.1,4.044071202,ZR751,ED,MIR4755
100616436,Adrenal.3,-2.684712478,MCF7,E2,MIR4449
100616469,Bone.2,3.540871829,MCF7,E2,MIR4429
100775107,Bone.4,3.330719615,MCF7,E2,RBM5-AS1
100847035,Brain.2,6.913291903,ZR751,ED,MIR548AR
100861548,Brain.3,3.745369715,ZR751,ED,PINK1-AS
100873980,Adrenal.2,3.707710726,MCF7,E2,RERG-AS1
100873986,Bone.1,3.644467388,MCF7,E2,FGF12-AS1
100874039,Bone.2,3.337703326,MCF7,E2,THOC7-AS1
100874039,Brain.1,3.59652249,ZR751,ED,THOC7-AS1
100874093,Brain.1,3.82246174,ZR751,ED,BRWD1-AS1
100874188,Brain.3,4.16533222,ZR751,ED,LINC00571
100874201,Bone.4,5.458831406,MCF7,E2,B4GALT4-AS1
100874300,Bone.4,4.067065061,MCF7,E2,SYNJ2-IT1
100874366,Kidney.1,3.313894151,MCF7,E2,HOXC13-AS
100874366,Bone.4,4.00642798,MCF7,E2,HOXC13-AS
100885776,Bone.2,4.449771543,MCF7,E2,UGDH-AS1
101060200,Bone.3,3.960130326,MCF7,E2,ZNF891
101060684,Brain.2,-4.203664874,ZR751,ED,NBPF26
101060684,Bone.2,-3.293309796,MCF7,E2,NBPF26
101805492,Bone.4,2.702210892,MCF7,E2,CASC9
101867536,Brain.3,3.016123844,ZR751,ED,PRNCR1
101927018,Bone.3,4.907196299,MCF7,E2,
101927027,Brain.1,3.218372578,ZR751,ED,CHROMR
101927282,Bone.1,3.796749685,MCF7,E2,LINC02466
101927599,Bone.3,4.161133464,MCF7,E2,ZNF529-AS1
101927659,Brain.1,3.279392363,ZR751,ED,SMAD1-AS2
101927911,Bone.3,3.54957475,MCF7,E2,
101928012,Brain.3,4.899675223,ZR751,ED,
101928062,Brain.2,4.278287965,ZR751,ED,PRANCR
101928085,Bone.2,4.009600462,MCF7,E2,ERICH6-AS1
101928445,Brain.1,3.235704908,ZR751,ED,RUFY1-AS1
101928687,Adrenal.3,-5.01013264,MCF7,E2,LNCAROD
101928687,Bone.3,-3.188886332,MCF7,E2,LNCAROD
101928710,Brain.3,4.416524436,ZR751,ED,SCAT1
101928834,Bone.4,3.965349285,MCF7,E2,
101928868,Brain.3,3.884986696,ZR751,ED,
101928944,Brain.4,-3.411519839,MCF7,E2,LINC02720
101929141,Bone.2,4.90255213,MCF7,E2,
101929196,Bone.4,3.729251588,MCF7,E2,THSD4-AS1
101929529,Bone.3,3.869919468,MCF7,E2,GSTCD-AS1
101929567,Adrenal.2,3.386967463,MCF7,E2,LINC01814
101929567,Bone.1,4.726538983,MCF7,E2,LINC01814
101929570,Kidney.1,3.815750847,MCF7,E2,KCNH7-AS1
101954266,Bone.4,3.844305918,MCF7,E2,RNVU1-14
101954269,Bone.5,5.208593776,MCF7,ED,RNVU1-17
101954273,Bone.5,7.731546718,MCF7,ED,RNVU1-1
101954275,Bone.5,4.363036287,MCF7,ED,RNU6-7
102465486,Kidney.1,3.805798648,MCF7,E2,MIR6811
102466864,Bone.4,-3.326070032,MCF7,E2,MIR6516
102723566,Bone.3,3.660823822,MCF7,E2,
102723809,Brain.2,6.871059192,ZR751,ED,
102723859,Bone.3,2.7947619,MCF7,E2,TBC1D3K
102723859,Bone.3,2.7947619,MCF7,E2,TBC1D3E
102724301,Bone.5,7.439855312,MCF7,ED,
102724428,Brain.3,5.172733712,ZR751,ED,SIK1B
103504731,Bone.4,-3.121043504,MCF7,E2,MIR3648-2
103611081,Bone.3,3.200469096,MCF7,E2,
103611081,Bone.2,5.514376546,MCF7,E2,
103625684,Bone.5,4.85228613,MCF7,ED,RNU6-2
105221694,Brain.4,-3.510703645,MCF7,E2,BISPR
105371414,Brain.3,3.408957081,ZR751,ED,
